label,one,two,three,four,five,six,seven,label_bracket,index
9,(,5,+,0,),+,4,1,27973
8,9,-,5,+,4,,,0,27974
17,3,+,8,+,6,,,0,27975
2,(,2,+,0,),*,1,1,27976
0,(,8,*,0,),*,0,1,27977
13,4,+,9,*,1,,,0,27978
0,0,*,(,4,+,2,),1,27979
10,(,6,+,4,),+,0,1,27980
9,3,+,(,1,*,6,),1,27981
6,6,-,(,0,-,0,),1,27982
20,6,+,7,*,2,,,0,27983
19,3,*,5,+,4,,,0,27984
0,6,+,1,-,7,,,0,27985
16,9,-,(,0,-,7,),1,27986
0,(,4,+,0,),*,0,1,27987
2,1,+,(,1,+,0,),1,27988
4,(,5,-,3,),*,2,1,27989
0,9,-,(,3,*,3,),1,27990
2,(,5,-,4,),+,1,1,27991
19,(,6,+,5,),+,8,1,27992
12,6,*,1,+,6,,,0,27993
62,(,8,*,8,),-,2,1,27994
-37,3,-,8,*,5,,,0,27995
9,0,*,9,+,9,,,0,27996
9,9,-,2,+,2,,,0,27997
3,0,*,1,+,3,,,0,27998
-6,4,-,7,-,3,,,0,27999
32,4,*,(,6,+,2,),1,28000
-6,(,6,-,9,),-,3,1,28001
21,(,5,*,3,),+,6,1,28002
-10,(,0,-,5,),*,2,1,28003
10,9,*,1,+,1,,,0,28004
0,5,-,7,+,2,,,0,28005
14,5,+,(,1,+,8,),1,28006
-8,2,-,3,-,7,,,0,28007
8,(,3,*,5,),-,7,1,28008
2,4,*,0,+,2,,,0,28009
-5,0,*,0,-,5,,,0,28010
16,8,+,(,2,+,6,),1,28011
13,7,+,2,*,3,,,0,28012
6,0,+,2,*,3,,,0,28013
2,6,*,0,+,2,,,0,28014
-9,2,-,6,-,5,,,0,28015
-5,3,-,(,1,+,7,),1,28016
-72,(,1,-,9,),*,9,1,28017
9,(,4,+,2,),+,3,1,28018
-5,9,-,(,6,+,8,),1,28019
-25,2,-,9,*,3,,,0,28020
315,9,*,5,*,7,,,0,28021
-1,(,5,-,4,),-,2,1,28022
-42,7,*,(,3,-,9,),1,28023
12,2,+,(,2,*,5,),1,28024
18,5,*,3,+,3,,,0,28025
6,4,+,(,7,-,5,),1,28026
392,7,*,7,*,8,,,0,28027
5,5,*,(,3,-,2,),1,28028
6,(,2,+,8,),-,4,1,28029
4,(,4,-,2,),+,2,1,28030
9,7,+,5,-,3,,,0,28031
4,1,*,2,+,2,,,0,28032
7,(,5,+,0,),+,2,1,28033
-3,8,-,(,3,+,8,),1,28034
-7,9,-,8,*,2,,,0,28035
0,0,*,(,1,+,5,),1,28036
15,(,7,+,9,),-,1,1,28037
35,5,*,(,6,+,1,),1,28038
0,(,4,-,4,),*,0,1,28039
14,8,+,6,+,0,,,0,28040
2,6,-,(,5,-,1,),1,28041
18,9,*,(,6,-,4,),1,28042
24,9,+,(,6,+,9,),1,28043
-2,(,6,-,7,),-,1,1,28044
1,2,*,1,-,1,,,0,28045
13,(,1,+,9,),+,3,1,28046
45,9,+,6,*,6,,,0,28047
8,5,+,1,+,2,,,0,28048
0,(,2,-,8,),*,0,1,28049
2,1,*,3,-,1,,,0,28050
19,8,+,(,9,+,2,),1,28051
6,(,8,+,5,),-,7,1,28052
2,9,-,0,-,7,,,0,28053
16,(,9,-,1,),+,8,1,28054
-3,2,+,0,-,5,,,0,28055
1,7,-,7,+,1,,,0,28056
0,1,*,(,5,*,0,),1,28057
0,3,-,1,*,3,,,0,28058
5,2,-,0,+,3,,,0,28059
7,7,+,0,+,0,,,0,28060
-8,2,-,7,-,3,,,0,28061
-11,1,-,(,4,*,3,),1,28062
16,(,7,*,3,),-,5,1,28063
-12,(,3,-,9,),-,6,1,28064
24,(,4,+,4,),*,3,1,28065
45,(,9,-,4,),*,9,1,28066
7,0,+,7,-,0,,,0,28067
29,(,4,*,6,),+,5,1,28068
1,7,-,(,2,+,4,),1,28069
36,3,*,4,*,3,,,0,28070
6,(,4,+,5,),-,3,1,28071
19,3,+,2,*,8,,,0,28072
6,6,+,9,-,9,,,0,28073
72,1,*,9,*,8,,,0,28074
14,1,*,2,*,7,,,0,28075
-7,(,3,-,1,),-,9,1,28076
0,(,5,+,0,),*,0,1,28077
-6,9,-,7,-,8,,,0,28078
-20,(,3,-,8,),*,4,1,28079
1,5,-,2,-,2,,,0,28080
17,2,*,4,+,9,,,0,28081
504,(,9,*,8,),*,7,1,28082
58,9,+,(,7,*,7,),1,28083
37,(,5,*,9,),-,8,1,28084
11,0,+,9,+,2,,,0,28085
7,5,+,1,+,1,,,0,28086
22,(,9,*,3,),-,5,1,28087
-28,7,-,(,5,*,7,),1,28088
32,2,*,(,7,+,9,),1,28089
105,7,*,3,*,5,,,0,28090
2,2,-,0,*,5,,,0,28091
17,(,6,*,2,),+,5,1,28092
0,(,0,*,5,),*,3,1,28093
65,(,9,*,8,),-,7,1,28094
17,7,+,(,9,+,1,),1,28095
4,4,+,0,*,0,,,0,28096
6,5,-,2,+,3,,,0,28097
29,(,9,*,4,),-,7,1,28098
16,2,*,(,2,+,6,),1,28099
8,8,+,0,*,1,,,0,28100
9,(,7,-,4,),*,3,1,28101
0,9,-,2,-,7,,,0,28102
162,(,9,+,9,),*,9,1,28103
8,9,*,0,+,8,,,0,28104
-1,1,+,(,6,-,8,),1,28105
28,4,*,1,*,7,,,0,28106
15,(,5,+,8,),+,2,1,28107
5,5,-,8,+,8,,,0,28108
-30,(,3,-,8,),*,6,1,28109
-2,(,1,+,5,),-,8,1,28110
80,(,5,*,2,),*,8,1,28111
12,1,+,7,+,4,,,0,28112
-2,(,5,-,9,),+,2,1,28113
5,(,1,*,5,),*,1,1,28114
0,8,*,6,*,0,,,0,28115
150,5,*,6,*,5,,,0,28116
-47,7,-,(,9,*,6,),1,28117
16,2,*,(,0,+,8,),1,28118
7,(,9,-,0,),-,2,1,28119
2,(,2,*,1,),-,0,1,28120
2,7,-,(,5,*,1,),1,28121
-9,3,-,7,-,5,,,0,28122
20,2,+,(,9,*,2,),1,28123
2,1,-,(,5,-,6,),1,28124
4,(,0,+,2,),*,2,1,28125
15,1,+,(,6,+,8,),1,28126
70,5,*,(,5,+,9,),1,28127
3,(,3,+,0,),+,0,1,28128
1,(,1,-,9,),+,9,1,28129
16,4,*,(,4,-,0,),1,28130
9,9,+,0,*,6,,,0,28131
3,6,+,(,1,-,4,),1,28132
5,(,5,-,0,),*,1,1,28133
6,3,+,8,-,5,,,0,28134
5,(,1,*,9,),-,4,1,28135
10,2,*,(,9,-,4,),1,28136
320,5,*,(,8,*,8,),1,28137
6,(,4,+,0,),+,2,1,28138
22,5,+,9,+,8,,,0,28139
-8,(,0,*,8,),-,8,1,28140
10,(,3,-,2,),+,9,1,28141
72,9,*,8,-,0,,,0,28142
-2,(,2,+,3,),-,7,1,28143
70,(,8,+,2,),*,7,1,28144
-5,4,-,(,1,*,9,),1,28145
66,6,*,(,2,+,9,),1,28146
0,6,-,(,5,+,1,),1,28147
96,6,*,2,*,8,,,0,28148
56,(,7,+,7,),*,4,1,28149
16,(,6,+,4,),+,6,1,28150
15,(,4,*,2,),+,7,1,28151
16,9,+,9,-,2,,,0,28152
12,(,3,+,1,),+,8,1,28153
-8,(,6,-,8,),-,6,1,28154
6,1,+,(,1,+,4,),1,28155
-6,(,0,+,1,),-,7,1,28156
5,6,+,(,0,-,1,),1,28157
30,5,*,(,8,-,2,),1,28158
7,6,+,9,-,8,,,0,28159
91,7,*,(,7,+,6,),1,28160
12,0,+,(,6,*,2,),1,28161
10,(,2,*,4,),+,2,1,28162
-6,2,-,3,-,5,,,0,28163
0,8,-,(,8,*,1,),1,28164
8,7,+,(,1,-,0,),1,28165
90,(,3,*,6,),*,5,1,28166
21,(,7,*,1,),*,3,1,28167
0,0,*,(,7,*,5,),1,28168
-30,(,0,-,6,),*,5,1,28169
42,5,*,7,+,7,,,0,28170
8,(,3,+,6,),-,1,1,28171
-7,0,-,(,7,*,1,),1,28172
24,(,3,+,0,),*,8,1,28173
-5,1,+,(,0,-,6,),1,28174
15,3,*,3,+,6,,,0,28175
-32,4,-,(,6,*,6,),1,28176
6,5,+,(,1,-,0,),1,28177
13,9,+,(,4,+,0,),1,28178
1,3,-,1,-,1,,,0,28179
8,8,-,0,*,9,,,0,28180
0,0,*,(,5,*,2,),1,28181
16,8,+,3,+,5,,,0,28182
224,(,4,*,7,),*,8,1,28183
6,8,+,2,-,4,,,0,28184
-1,4,-,(,6,-,1,),1,28185
56,8,*,(,2,+,5,),1,28186
14,1,*,(,8,+,6,),1,28187
10,4,+,1,+,5,,,0,28188
4,6,-,6,+,4,,,0,28189
0,4,*,(,0,*,5,),1,28190
24,4,+,(,4,*,5,),1,28191
1,(,6,-,5,),*,1,1,28192
72,9,*,(,2,*,4,),1,28193
4,(,3,+,1,),*,1,1,28194
75,(,8,*,9,),+,3,1,28195
270,6,*,(,5,*,9,),1,28196
48,(,3,*,4,),*,4,1,28197
36,(,7,*,5,),+,1,1,28198
9,7,+,2,*,1,,,0,28199
-2,(,3,-,1,),-,4,1,28200
9,9,-,1,*,0,,,0,28201
-11,(,3,-,5,),-,9,1,28202
-5,(,1,-,9,),+,3,1,28203
48,(,8,*,3,),*,2,1,28204
-10,2,-,(,5,+,7,),1,28205
5,(,1,*,2,),+,3,1,28206
9,(,3,-,1,),+,7,1,28207
49,8,*,7,-,7,,,0,28208
9,(,2,+,1,),*,3,1,28209
12,7,-,(,1,-,6,),1,28210
16,(,8,+,6,),+,2,1,28211
63,(,9,*,6,),+,9,1,28212
4,6,-,4,+,2,,,0,28213
9,(,4,-,3,),*,9,1,28214
0,0,*,(,2,+,0,),1,28215
8,5,*,2,-,2,,,0,28216
3,(,3,-,8,),+,8,1,28217
9,(,3,+,9,),-,3,1,28218
8,8,-,(,6,*,0,),1,28219
8,(,4,+,0,),*,2,1,28220
-5,5,-,2,-,8,,,0,28221
6,6,+,(,2,-,2,),1,28222
19,(,4,+,9,),+,6,1,28223
-6,(,5,-,6,),-,5,1,28224
19,9,+,1,+,9,,,0,28225
72,(,8,*,3,),*,3,1,28226
6,(,1,*,4,),+,2,1,28227
-10,1,-,(,6,+,5,),1,28228
18,(,8,-,6,),*,9,1,28229
-55,8,-,7,*,9,,,0,28230
10,(,1,*,4,),+,6,1,28231
1,6,-,9,+,4,,,0,28232
17,4,+,4,+,9,,,0,28233
13,(,4,+,2,),+,7,1,28234
1,4,-,3,*,1,,,0,28235
-6,3,-,(,4,+,5,),1,28236
6,3,*,(,1,+,1,),1,28237
31,(,3,*,9,),+,4,1,28238
10,(,1,+,3,),+,6,1,28239
6,3,-,(,4,-,7,),1,28240
7,5,+,1,*,2,,,0,28241
-3,(,5,*,0,),-,3,1,28242
4,(,1,+,0,),*,4,1,28243
4,5,+,4,-,5,,,0,28244
0,3,*,(,5,*,0,),1,28245
16,8,+,1,*,8,,,0,28246
66,(,8,*,9,),-,6,1,28247
17,(,3,+,7,),+,7,1,28248
16,(,4,*,1,),*,4,1,28249
2,4,+,0,-,2,,,0,28250
30,5,*,(,7,-,1,),1,28251
4,3,+,1,*,1,,,0,28252
28,4,*,(,3,+,4,),1,28253
28,4,+,8,*,3,,,0,28254
4,4,+,0,*,9,,,0,28255
7,1,*,5,+,2,,,0,28256
7,7,+,4,*,0,,,0,28257
52,6,*,8,+,4,,,0,28258
2,8,-,(,1,*,6,),1,28259
0,0,*,3,*,6,,,0,28260
6,(,9,-,3,),+,0,1,28261
14,6,-,(,0,-,8,),1,28262
-1,3,-,(,2,*,2,),1,28263
12,7,+,9,-,4,,,0,28264
-2,2,*,(,5,-,6,),1,28265
10,(,0,+,6,),+,4,1,28266
17,1,+,7,+,9,,,0,28267
12,8,+,(,3,+,1,),1,28268
4,(,6,+,3,),-,5,1,28269
45,3,+,(,7,*,6,),1,28270
30,2,*,(,7,+,8,),1,28271
6,8,+,(,7,-,9,),1,28272
-6,6,-,(,5,+,7,),1,28273
5,5,-,7,*,0,,,0,28274
-28,7,*,(,4,-,8,),1,28275
30,3,*,(,2,*,5,),1,28276
12,4,+,(,3,+,5,),1,28277
3,3,+,(,9,-,9,),1,28278
18,(,1,*,9,),+,9,1,28279
11,9,-,7,+,9,,,0,28280
81,9,*,(,9,+,0,),1,28281
5,3,-,(,7,-,9,),1,28282
20,5,*,(,6,-,2,),1,28283
135,(,7,+,8,),*,9,1,28284
15,3,+,(,3,+,9,),1,28285
-28,2,-,5,*,6,,,0,28286
-1,3,-,(,5,-,1,),1,28287
45,5,*,(,0,+,9,),1,28288
0,0,*,(,9,*,3,),1,28289
2,2,-,0,*,9,,,0,28290
12,6,*,(,0,+,2,),1,28291
1,9,-,(,5,+,3,),1,28292
21,8,+,(,5,+,8,),1,28293
5,6,-,(,3,-,2,),1,28294
54,(,3,*,9,),*,2,1,28295
22,9,*,3,-,5,,,0,28296
-21,(,4,-,7,),*,7,1,28297
52,7,+,(,5,*,9,),1,28298
56,0,+,7,*,8,,,0,28299
-2,(,1,-,5,),+,2,1,28300
-3,8,-,(,2,+,9,),1,28301
56,8,*,(,8,-,1,),1,28302
-18,3,*,(,1,-,7,),1,28303
-6,(,9,-,6,),-,9,1,28304
63,9,*,8,-,9,,,0,28305
-4,(,8,*,0,),-,4,1,28306
40,(,7,-,2,),*,8,1,28307
9,9,+,0,-,0,,,0,28308
5,5,+,(,4,-,4,),1,28309
1,7,-,(,1,*,6,),1,28310
5,7,-,1,*,2,,,0,28311
-1,(,2,-,3,),+,0,1,28312
30,3,+,3,*,9,,,0,28313
10,0,+,(,4,+,6,),1,28314
56,(,2,*,4,),*,7,1,28315
0,5,*,1,*,0,,,0,28316
9,(,2,+,1,),+,6,1,28317
27,3,*,(,5,+,4,),1,28318
15,1,+,8,+,6,,,0,28319
-1,2,-,(,7,-,4,),1,28320
-5,1,-,2,-,4,,,0,28321
9,8,-,5,+,6,,,0,28322
4,(,5,-,4,),*,4,1,28323
168,(,6,*,4,),*,7,1,28324
3,3,-,8,+,8,,,0,28325
-10,5,-,(,8,+,7,),1,28326
6,(,1,+,8,),-,3,1,28327
9,(,9,-,9,),+,9,1,28328
10,0,+,2,*,5,,,0,28329
4,2,+,(,6,-,4,),1,28330
0,(,0,*,4,),*,5,1,28331
75,9,*,8,+,3,,,0,28332
-12,0,-,(,6,+,6,),1,28333
126,(,9,+,9,),*,7,1,28334
0,(,2,+,8,),*,0,1,28335
10,2,*,(,1,*,5,),1,28336
6,(,5,*,1,),+,1,1,28337
-14,2,*,(,1,-,8,),1,28338
3,(,5,-,4,),*,3,1,28339
252,6,*,6,*,7,,,0,28340
-1,7,+,(,0,-,8,),1,28341
16,8,+,3,+,5,,,0,28342
0,7,*,(,3,*,0,),1,28343
-5,6,*,0,-,5,,,0,28344
23,8,+,(,3,*,5,),1,28345
13,4,+,(,9,+,0,),1,28346
-24,8,*,(,5,-,8,),1,28347
48,(,2,*,3,),*,8,1,28348
117,(,4,+,9,),*,9,1,28349
-6,5,-,(,6,+,5,),1,28350
7,0,+,3,+,4,,,0,28351
35,3,+,(,8,*,4,),1,28352
25,(,5,*,5,),*,1,1,28353
6,1,+,(,3,+,2,),1,28354
8,1,+,(,8,-,1,),1,28355
22,(,7,+,9,),+,6,1,28356
-1,2,-,(,3,+,0,),1,28357
17,2,*,7,+,3,,,0,28358
25,3,*,7,+,4,,,0,28359
38,(,8,*,5,),-,2,1,28360
10,7,+,(,7,-,4,),1,28361
-2,5,-,(,4,+,3,),1,28362
8,(,2,*,4,),-,0,1,28363
22,8,+,8,+,6,,,0,28364
72,9,+,(,9,*,7,),1,28365
0,0,+,(,2,*,0,),1,28366
11,9,+,(,6,-,4,),1,28367
0,0,-,(,9,*,0,),1,28368
-14,2,-,8,-,8,,,0,28369
-4,(,6,-,2,),-,8,1,28370
432,6,*,(,8,*,9,),1,28371
23,(,8,+,8,),+,7,1,28372
10,(,9,+,6,),-,5,1,28373
6,2,+,5,-,1,,,0,28374
4,7,+,2,-,5,,,0,28375
4,0,-,(,0,-,4,),1,28376
-5,(,3,-,6,),-,2,1,28377
20,9,+,(,6,+,5,),1,28378
14,(,1,*,9,),+,5,1,28379
14,(,3,+,4,),*,2,1,28380
9,2,+,9,-,2,,,0,28381
63,(,6,+,1,),*,9,1,28382
7,6,-,4,+,5,,,0,28383
4,3,+,(,8,-,7,),1,28384
2,(,2,*,2,),-,2,1,28385
15,8,+,(,2,+,5,),1,28386
-4,3,-,(,1,*,7,),1,28387
5,(,9,-,4,),-,0,1,28388
0,0,*,(,3,-,3,),1,28389
-1,5,-,(,9,-,3,),1,28390
5,0,+,6,-,1,,,0,28391
-6,8,*,0,-,6,,,0,28392
5,4,+,(,4,-,3,),1,28393
-30,5,*,(,2,-,8,),1,28394
12,(,6,-,4,),*,6,1,28395
-5,2,-,(,8,-,1,),1,28396
6,9,+,(,2,-,5,),1,28397
1,7,-,9,+,3,,,0,28398
-8,(,0,*,4,),-,8,1,28399
5,1,+,0,+,4,,,0,28400
1,4,+,(,6,-,9,),1,28401
77,7,*,(,6,+,5,),1,28402
10,(,5,+,5,),-,0,1,28403
44,7,*,7,-,5,,,0,28404
10,2,+,(,8,+,0,),1,28405
405,5,*,(,9,*,9,),1,28406
22,7,+,6,+,9,,,0,28407
0,0,*,9,*,9,,,0,28408
20,(,5,+,9,),+,6,1,28409
17,5,+,8,+,4,,,0,28410
48,6,*,(,1,*,8,),1,28411
3,2,+,(,5,-,4,),1,28412
27,(,3,*,9,),-,0,1,28413
28,7,*,(,8,-,4,),1,28414
16,2,*,(,0,+,8,),1,28415
-4,(,3,-,0,),-,7,1,28416
18,(,9,-,7,),*,9,1,28417
27,3,*,(,9,-,0,),1,28418
0,5,*,(,8,-,8,),1,28419
0,2,-,2,+,0,,,0,28420
15,0,+,(,8,+,7,),1,28421
3,3,-,0,*,2,,,0,28422
-29,1,-,6,*,5,,,0,28423
45,(,4,*,9,),+,9,1,28424
32,(,2,+,2,),*,8,1,28425
7,2,+,(,5,*,1,),1,28426
-6,5,-,8,-,3,,,0,28427
0,0,*,3,*,9,,,0,28428
-3,1,*,(,6,-,9,),1,28429
45,9,+,(,4,*,9,),1,28430
8,8,-,1,+,1,,,0,28431
-12,2,-,(,5,+,9,),1,28432
4,(,5,+,7,),-,8,1,28433
-1,(,2,+,6,),-,9,1,28434
32,5,*,8,-,8,,,0,28435
50,5,*,(,6,+,4,),1,28436
1,5,+,3,-,7,,,0,28437
-10,(,2,-,7,),*,2,1,28438
-4,0,-,3,-,1,,,0,28439
23,(,7,+,9,),+,7,1,28440
12,(,5,+,8,),-,1,1,28441
46,(,9,*,5,),+,1,1,28442
14,8,-,(,0,-,6,),1,28443
14,(,8,+,4,),+,2,1,28444
6,5,-,(,6,-,7,),1,28445
0,(,2,-,6,),*,0,1,28446
13,8,+,6,-,1,,,0,28447
17,7,*,3,-,4,,,0,28448
72,8,+,8,*,8,,,0,28449
-6,(,1,-,7,),-,0,1,28450
-6,3,-,7,-,2,,,0,28451
4,(,5,-,3,),*,2,1,28452
-3,9,-,7,-,5,,,0,28453
36,(,2,+,2,),*,9,1,28454
5,(,8,+,6,),-,9,1,28455
2,2,-,(,1,-,1,),1,28456
4,1,*,3,+,1,,,0,28457
8,7,-,(,6,-,7,),1,28458
19,(,3,+,9,),+,7,1,28459
35,5,*,7,-,0,,,0,28460
6,(,2,*,1,),*,3,1,28461
38,6,*,6,+,2,,,0,28462
7,(,5,+,0,),+,2,1,28463
64,1,*,(,8,*,8,),1,28464
7,8,+,(,2,-,3,),1,28465
9,5,+,9,-,5,,,0,28466
10,6,+,7,-,3,,,0,28467
-7,6,-,9,-,4,,,0,28468
0,0,*,(,9,+,2,),1,28469
10,3,+,(,8,-,1,),1,28470
11,(,6,-,1,),+,6,1,28471
56,8,*,(,1,+,6,),1,28472
65,(,7,*,8,),+,9,1,28473
4,(,1,+,7,),-,4,1,28474
29,3,*,9,+,2,,,0,28475
45,6,*,8,-,3,,,0,28476
35,3,+,4,*,8,,,0,28477
-58,6,-,8,*,8,,,0,28478
-2,1,-,1,*,3,,,0,28479
20,5,+,5,*,3,,,0,28480
27,(,2,*,9,),+,9,1,28481
-60,3,-,(,9,*,7,),1,28482
5,(,4,+,4,),-,3,1,28483
216,4,*,9,*,6,,,0,28484
11,(,8,+,3,),+,0,1,28485
9,4,+,(,5,-,0,),1,28486
0,2,*,(,8,-,8,),1,28487
6,6,-,4,+,4,,,0,28488
9,1,+,1,*,8,,,0,28489
10,3,*,2,+,4,,,0,28490
13,6,-,0,+,7,,,0,28491
315,(,7,*,5,),*,9,1,28492
17,(,8,*,3,),-,7,1,28493
12,(,3,*,2,),+,6,1,28494
-35,1,-,(,6,*,6,),1,28495
21,(,8,-,5,),*,7,1,28496
-4,(,0,*,9,),-,4,1,28497
22,3,*,7,+,1,,,0,28498
60,(,5,*,2,),*,6,1,28499
5,(,1,*,6,),-,1,1,28500
20,2,*,(,9,+,1,),1,28501
1,1,-,7,*,0,,,0,28502
32,(,4,*,1,),*,8,1,28503
8,(,4,+,7,),-,3,1,28504
6,4,+,1,*,2,,,0,28505
8,4,*,2,-,0,,,0,28506
30,(,6,*,5,),-,0,1,28507
11,6,+,(,6,-,1,),1,28508
245,(,7,*,7,),*,5,1,28509
2,7,-,1,*,5,,,0,28510
-1,(,2,-,5,),+,2,1,28511
-8,3,-,3,-,8,,,0,28512
-1,7,-,(,8,*,1,),1,28513
448,8,*,7,*,8,,,0,28514
0,2,*,4,*,0,,,0,28515
-11,2,-,9,-,4,,,0,28516
17,2,*,8,+,1,,,0,28517
8,8,-,4,+,4,,,0,28518
0,7,-,9,+,2,,,0,28519
-6,0,*,8,-,6,,,0,28520
108,6,*,9,*,2,,,0,28521
25,5,+,(,4,*,5,),1,28522
-45,3,-,6,*,8,,,0,28523
9,3,*,(,2,+,1,),1,28524
3,3,-,0,*,4,,,0,28525
2,8,-,(,6,+,0,),1,28526
150,(,5,*,6,),*,5,1,28527
5,(,6,+,4,),-,5,1,28528
18,6,*,2,+,6,,,0,28529
5,5,+,0,+,0,,,0,28530
-7,2,-,(,5,+,4,),1,28531
-15,2,-,8,-,9,,,0,28532
18,5,+,4,+,9,,,0,28533
13,7,+,(,0,+,6,),1,28534
55,(,7,+,4,),*,5,1,28535
-2,4,-,(,7,-,1,),1,28536
0,4,*,0,*,7,,,0,28537
4,(,3,+,1,),*,1,1,28538
16,(,5,*,5,),-,9,1,28539
12,5,*,1,+,7,,,0,28540
66,(,8,*,8,),+,2,1,28541
6,3,-,0,+,3,,,0,28542
5,5,-,(,0,*,4,),1,28543
6,(,8,-,9,),+,7,1,28544
0,0,*,(,0,-,3,),1,28545
21,(,7,+,0,),*,3,1,28546
-9,(,0,*,9,),-,9,1,28547
12,1,*,(,6,+,6,),1,28548
-2,1,+,(,6,-,9,),1,28549
16,2,*,8,+,0,,,0,28550
12,8,-,(,5,-,9,),1,28551
9,(,9,-,5,),+,5,1,28552
4,(,8,-,5,),+,1,1,28553
10,(,9,-,4,),+,5,1,28554
26,4,*,6,+,2,,,0,28555
-8,5,-,(,6,+,7,),1,28556
1,2,-,6,+,5,,,0,28557
4,(,4,-,2,),*,2,1,28558
1,2,+,8,-,9,,,0,28559
72,9,*,1,*,8,,,0,28560
-2,(,1,-,7,),+,4,1,28561
288,(,6,*,6,),*,8,1,28562
16,2,*,(,8,-,0,),1,28563
2,9,-,(,1,+,6,),1,28564
-4,0,-,(,1,*,4,),1,28565
27,9,*,(,8,-,5,),1,28566
5,(,4,+,4,),-,3,1,28567
22,(,9,*,3,),-,5,1,28568
4,(,4,-,0,),*,1,1,28569
48,7,*,8,-,8,,,0,28570
-34,2,-,9,*,4,,,0,28571
3,(,4,+,2,),-,3,1,28572
-3,(,0,-,7,),+,4,1,28573
7,5,+,(,2,-,0,),1,28574
1,3,-,6,+,4,,,0,28575
3,(,4,-,0,),-,1,1,28576
69,6,+,9,*,7,,,0,28577
210,6,*,(,5,*,7,),1,28578
19,3,+,7,+,9,,,0,28579
77,(,9,*,8,),+,5,1,28580
-21,(,0,-,3,),*,7,1,28581
3,6,+,(,6,-,9,),1,28582
1,9,-,0,-,8,,,0,28583
4,0,+,2,*,2,,,0,28584
0,(,7,*,1,),-,7,1,28585
3,3,+,(,5,-,5,),1,28586
-11,1,-,2,*,6,,,0,28587
7,4,+,(,4,-,1,),1,28588
-2,(,5,-,0,),-,7,1,28589
-7,7,*,(,6,-,7,),1,28590
8,0,+,3,+,5,,,0,28591
3,5,-,(,4,-,2,),1,28592
-5,2,+,0,-,7,,,0,28593
6,6,+,3,-,3,,,0,28594
40,(,2,+,3,),*,8,1,28595
13,9,-,1,+,5,,,0,28596
4,4,+,0,*,6,,,0,28597
0,0,*,5,+,0,,,0,28598
-1,8,-,(,5,+,4,),1,28599
-7,6,-,8,-,5,,,0,28600
0,5,-,5,+,0,,,0,28601
3,0,+,3,*,1,,,0,28602
7,(,7,*,1,),+,0,1,28603
8,(,4,-,5,),+,9,1,28604
72,8,+,8,*,8,,,0,28605
-11,1,-,(,8,+,4,),1,28606
-6,(,1,*,2,),-,8,1,28607
14,9,+,(,5,+,0,),1,28608
-11,2,-,7,-,6,,,0,28609
-5,9,-,(,8,+,6,),1,28610
-35,(,0,-,5,),*,7,1,28611
3,1,-,6,+,8,,,0,28612
7,(,2,+,1,),+,4,1,28613
-4,6,-,6,-,4,,,0,28614
15,8,+,6,+,1,,,0,28615
-5,3,-,7,-,1,,,0,28616
-2,2,-,(,1,*,4,),1,28617
-24,(,2,-,5,),*,8,1,28618
0,(,9,-,9,),*,3,1,28619
-7,1,-,(,2,+,6,),1,28620
-2,4,-,(,6,*,1,),1,28621
13,1,*,(,6,+,7,),1,28622
3,6,-,(,6,-,3,),1,28623
83,(,9,*,9,),+,2,1,28624
-7,2,-,7,-,2,,,0,28625
10,(,1,*,1,),+,9,1,28626
1,(,1,*,1,),+,0,1,28627
-9,1,-,2,*,5,,,0,28628
3,(,0,-,4,),+,7,1,28629
15,(,8,+,5,),+,2,1,28630
9,7,+,7,-,5,,,0,28631
-3,7,-,(,3,+,7,),1,28632
0,0,*,(,1,-,7,),1,28633
8,(,5,+,2,),+,1,1,28634
54,(,3,*,6,),*,3,1,28635
-11,7,-,2,*,9,,,0,28636
-1,3,+,(,5,-,9,),1,28637
-65,7,-,9,*,8,,,0,28638
-3,6,+,(,0,-,9,),1,28639
-1,8,-,1,*,9,,,0,28640
-1,5,-,(,6,+,0,),1,28641
84,(,7,*,3,),*,4,1,28642
0,9,-,(,6,+,3,),1,28643
2,2,-,7,*,0,,,0,28644
-7,(,0,-,7,),-,0,1,28645
504,7,*,8,*,9,,,0,28646
-3,2,+,0,-,5,,,0,28647
2,2,-,0,*,7,,,0,28648
-10,2,-,4,*,3,,,0,28649
-6,5,*,0,-,6,,,0,28650
19,7,+,9,+,3,,,0,28651
41,(,9,*,5,),-,4,1,28652
56,4,*,(,6,+,8,),1,28653
1,(,4,-,3,),-,0,1,28654
-36,(,4,-,8,),*,9,1,28655
0,(,7,-,7,),*,8,1,28656
3,7,-,7,+,3,,,0,28657
11,0,+,6,+,5,,,0,28658
-5,2,-,(,3,+,4,),1,28659
0,3,*,(,6,-,6,),1,28660
0,0,+,0,*,6,,,0,28661
-4,4,*,(,8,-,9,),1,28662
16,8,+,4,+,4,,,0,28663
216,9,*,(,6,*,4,),1,28664
52,(,7,*,8,),-,4,1,28665
-3,3,-,(,4,+,2,),1,28666
8,(,5,+,3,),*,1,1,28667
9,(,4,-,2,),+,7,1,28668
-13,3,-,4,*,4,,,0,28669
-4,5,-,(,9,+,0,),1,28670
13,(,7,*,2,),-,1,1,28671
7,(,3,+,8,),-,4,1,28672
-26,2,-,7,*,4,,,0,28673
0,0,*,(,4,*,3,),1,28674
25,9,+,(,8,*,2,),1,28675
